315,320,325,330,335,340,345,350,355,360,370,380,390,400,420,440,460,480,500,530,560,590,620,650
2,4,17,65,120,204,295,363,463,567,738,918,1084,1261,1634,1989,2360,2718,3096,3636,4170,4697,5234,5784
