130,135,140,145,150,155,160,165,170,175,180,185,190,200,210,220,230,240,250,260,280,300,325
2,3,6,10,71,137,229,307,357,405,585,783,926,1223,1533,1754,2068,2275,2526,2751,3206,3641,4261
