13,100,115,120,125,130,135,140,145,150,155,160,165,170,180,185,190,200,210,220,230,240,250,260,280,300,325
1,2,2,3,6,48,132,282,398,503,623,729,794,884,1205,1332,1490,1794,2076,2235,2531,2770,2998,3224,3643,4140,4644
