135,140,145,150,155,160,165,170,175,180,185,190,195,200,210,220,230,240,250,260,280,300,325
2,2,2,5,7,16,40,76,144,281,445,592,684,860,1125,1363,1631,1871,2088,2327,2728,3175,3715
