180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,280,290,300,310,320,325
3,3,6,10,42,133,266,331,452,570,711,790,914,1022,1090,1234,1342,1415,1520,1664,1921,2069,2248,2355,2452
