300,305,310,315,320,325,330,335,340,345,350,360,370,380,390,400,420,440,460,480,500,530,560,590,620,650
2,2,3,7,30,86,155,229,330,404,482,667,857,1073,1276,1405,1766,2127,2500,2852,3220,3744,4310,4820,5364,5902
