300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,390,400,420,440,460,480,500,530,560,590,620,650
2,3,12,55,123,179,254,344,438,528,618,733,808,894,993,1069,1166,1344,1521,1886,2250,2628,2970,3331,3902,4410,4922,5450,5973
