13,115,120,125,130,135,140,145,150,155,160,165,170,180,190,200,210,220,230,250,270,300,325
1,2,3,43,120,214,305,386,471,540,612,676,732,908,1197,1367,1572,1726,1880,2203,2497,2995,3334
