360,370,375,380,385,390,395,400,405,410,420,430,440,450,470,490,510,530,550,570,590,610,630,650
2,5,15,53,100,174,253,343,421,500,679,854,1022,1192,1542,1888,2244,2588,2945,3249,3612,3936,4271,4616
