325,330,335,340,345,350,355,360,365,370,380,390,400,420,440,460,480,500,530,560,590,620,650
3,6,25,75,143,216,298,394,485,581,745,940,1123,1485,1855,2200,2559,2926,3446,4000,4527,5045,5586
