13,113,115,120,125,130,135,140,145,150,155,160,165,170,180,190,200,210,220,230,250,270,300,325
1,2,4,26,150,329,446,600,698,814,905,1015,1126,1209,1434,1764,1990,2200,2413,2658,3073,3442,4080,4465
